Freeze,Bill Code,Contract Code,Job,Phase,Name,Shared Saving,Category,Phase Type,Type,Method,Current Cost Budget,Spent/Committed Against Base Contract,Spent/Committed Total,Actual Cost,Spent/Committed (In Scope),Complete %,Pending Internal PCI,Pending Internal PCI Cost To Complete,Pending External PCI Cost To Complete,Cost to Complete,Cost to Complete Override,Projected Cost Forecast,Projected Cost Forecast Override,Cost Variance,Pending CO,Pending CO (Incl. Risk),Projected Cost Budget,Spent/Committed (Pending CO),Cost To Complete (Pending CO),Proj Cost Forecast (Incl. Pending CO),Projected Cost Forecast (Incl Pending CO) Override,Cost Variance (Incl Pending CO),Current Bill Budget,Pending CO.1,Original Cost<br/> Budget Amount,Original Bill<br/> Budget Amount,Pending CO (Incl. Risk).1,Projected Bill Budget,Billed To Date,Revenue Forecast,Revenue Forecast Override,Revenue Variance,Adj Rev Forecast,Projected Profit,Current Period Cost,Previous Period Cost,Last Period  Forecast,Cost Forercast /<br>Variance,Current Period  Changes,Previous Period  Changes,Current Period  Commitments,Previous Period  Commitments,Shared Saving Amt,Profit Incl Shared Saving,Pending PCI including Risk (revenue),Pending PCI including Risk (Cost),WIP Projected cost forecast including Risk,WIP Projected cost forecast,WIP Revenue amount,WIP adjusted Revenue amount,Adj Rev Forecast <br/> Variance,Billed Budget Qty,Billed Completed Qty,Billed Remaining Qty,Billed Projected Qty,Input Budget Qty,Input Completed Qty,Input Remaining Qty,Input Projected Qty,Input WM Code,Output Budget Qty,Output Completed Qty,Output Remaining Qty,Output Projected Qty,Output WM Code,Committed Amount,Committed Remaining Amount,Spent Against Commitment Amount,Total Cost to Complete Amt,Notes
Y,IPCRP1-0000-0010-L,IPCRP1,IPCRP1,0000-0010,VECP No 1. Sewer Foundation Redesign and Const Sav,N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0010-R,IPCRP1,IPCRP1,0000-0010,VECP No 1. Sewer Foundation Redesign and Const Sav,N,R,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,9091149.43,0,0.0,0.0,0,9091149.43,0.0,0,N,9091149.43,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,9091149.43,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,LS,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0015-L,IPCRP1,IPCRP1,0000-0015,"SBS Boring Sub, Aquifer Drilling & Testing (ADT)",N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,1.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0015-S,IPCRP1,IPCRP1,0000-0015,"SBS Boring Sub, Aquifer Drilling & Testing (ADT)",N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,CO from DDC cancelled on 5/15/2023
Y,IPCRP1-0000-0016-C,IPCRP1,IPCRP1,0000-0016,"SBS Boring Sub, Support",N,C,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0016-E,IPCRP1,IPCRP1,0000-0016,"SBS Boring Sub, Support",N,E,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0016-L,IPCRP1,IPCRP1,0000-0016,"SBS Boring Sub, Support",N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,1.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,This is a CO
Y,IPCRP1-0000-0016-S,IPCRP1,IPCRP1,0000-0016,"SBS Boring Sub, Support",N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0020-L,IPCRP1,IPCRP1,0000-0020,"FDR Settlement, Testing & Replacement",N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26000.0,Y,26000.0,Y,-26000.0,0,0,0.0,0,0,26000.0,Y,-26000.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,-26000.0,0.0,0.0,26000.0,0.0,0,0,0.0,0.0,0,-26000.0,0,0,26000.0,26000.0,0,0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,HR,1.0,0.8,0.2,1.0,LS,0.0,0.0,0.0,26000.0,
Y,IPCRP1-0000-0020-S,IPCRP1,IPCRP1,0000-0020,"FDR Settlement, Testing & Replacement",N,S,,UNIT,A,0.0,54798.35,54798.35,48708.35,54798.35,81.18058333333333,0,0,0,5201.65,Y,60000.0,Y,-60000.0,0,0,0.0,0,0,60000.0,Y,-60000.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,-60000.0,0.0,0.0,60000.0,0.0,0,0,0.0,0.0,0,-60000.0,0,0,60000.0,60000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,-456.0,0.0,,1.0,0.8,0.2,1.0,LS,54798.35,6090.0,48708.35,5201.65,ADT (54.3K) + PMF KMA (6.7K).
Y,IPCRP1-0000-0025-C,IPCRP1,IPCRP1,0000-0025,Carbon Fiber work in Reach A/B - Sub (CTI),N,C,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,550.0,0.0,550.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0025-L,IPCRP1,IPCRP1,0000-0025,Carbon Fiber work in Reach A/B - Sub (CTI),N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,0.0,550.0,0.0,550.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0025-S,IPCRP1,IPCRP1,0000-0025,Carbon Fiber work in Reach A/B - Sub (CTI),N,S,,UNIT,P,0.0,3875229.2,3875229.2,3875229.2,3875229.2,100.0,0,0,0,0.0,Y,3875229.2,Y,-3875229.2,0,0,0.0,0,0,3875229.2,Y,-3875229.2,0.0,0,-3965136.16,0.0,0,0.0,0.0,0,N,0.0,0,-3875229.2,0.0,0.0,3875229.2,0.0,0,0,0.0,0.0,0,-3875229.2,0,0,3875229.2,3875229.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,553.76,-553.76,0.0,,0.0,550.0,0.0,550.0,LF,3875229.2,0.0,3875229.2,0.0,"CTI SCO#7 ($3,814,651.50) & SCO#8 ($14,970.77), plus Pinnacle SCO #6 ($150,000.00) plus SCO #7 (-$59,696.04). Pinnacle SCO#9 moves $45,197.03 cost/commit from this code to cc:0000-0028."
Y,IPCRP1-0000-0026-L,IPCRP1,IPCRP1,0000-0026,Carbon Fiber work in Reach A/B - Support,N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,-93426.4,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,0.0,0.0,0.0,0.0,SH,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0026-S,IPCRP1,IPCRP1,0000-0026,Carbon Fiber work in Reach A/B - Support,N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,0.0,0,-12712.6,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,SH,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0027-C,IPCRP1,IPCRP1,0000-0027,Carbon Fiber work in Reach A/B - Exc & Sheet,N,C,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,-304481.93,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,585.0,0.0,585.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0027-L,IPCRP1,IPCRP1,0000-0027,Carbon Fiber work in Reach A/B - Exc & Sheet,N,L,,UNIT,P,0.0,213501.66,213501.66,213501.66,213501.66,100.0,0,0,0,0.0,Y,213501.66,Y,-213501.66,0,0,0.0,0,0,213501.66,Y,-213501.66,0.0,0,-678477.66,0.0,0,0.0,0.0,0,N,0.0,0,-213501.66,0.0,0.0,213501.66,0.0,0,0,0.0,0.0,0,-213501.66,0,0,213501.66,213501.66,0,0,0.0,0.0,0.0,1627.0,1627.0,0.0,1627.0,0.0,1627.0,HR,0.0,585.0,0.0,585.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0027-S,IPCRP1,IPCRP1,0000-0027,Carbon Fiber work in Reach A/B - Exc & Sheet,N,S,,UNIT,A,0.0,238.37,238.37,238.37,238.37,100.0,0,0,0,0.0,N,238.37,N,-238.37,0,0,0.0,0,0,238.37,N,-238.37,0.0,0,-52007.2,0.0,0,0.0,0.0,0,N,0.0,0,-238.37,0.0,0.0,238.37,0.0,0,0,0.0,0.0,0,-238.37,0,0,238.37,238.37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,,0.0,585.0,0.0,585.0,LF,238.37,0.0,238.37,0.0,
Y,IPCRP1-0000-0028-L,IPCRP1,IPCRP1,0000-0028,Carbon Fiber work in Reach A/B - Backfill & Pull,N,L,,UNIT,P,0.0,41230.79,41230.79,41230.79,41230.79,100.0,0,0,0,0.0,Y,41230.79,Y,-41230.79,0,0,0.0,0,0,41230.79,Y,-41230.79,0.0,0,-369424.42,0.0,0,0.0,0.0,0,N,0.0,0,-41230.79,0.0,0.0,41230.79,0.0,0,0,0.0,0.0,0,-41230.79,0,0,41230.79,41230.79,0,0,0.0,0.0,0.0,294.0,294.0,0.0,294.0,0.0,294.0,HR,0.0,562.0,0.0,562.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0028-S,IPCRP1,IPCRP1,0000-0028,Carbon Fiber work in Reach A/B - Backfill & Pull,N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,-32648.8,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,562.0,0.0,562.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0030-C,IPCRP1,IPCRP1,0000-0030,Montgomery St Permanent DOT Fiber Work (T&M),N,C,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS,0.0,1.0,0.0,1.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0030-E,IPCRP1,IPCRP1,0000-0030,Montgomery St Permanent DOT Fiber Work (T&M),N,E,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS,0.0,1.0,0.0,1.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0030-L,IPCRP1,IPCRP1,0000-0030,Montgomery St Permanent DOT Fiber Work (T&M),N,L,,UNIT,P,0.0,37995.14,37995.14,37995.14,37995.14,100.0,0,0,0,0.0,Y,37995.14,Y,-37995.14,0,0,0.0,0,0,37995.14,Y,-37995.14,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,-37995.14,0.0,0.0,37995.14,0.0,0,0,0.0,0.0,0,-37995.14,0,0,37995.14,37995.14,0,0,0.0,0.0,0.0,300.0,300.0,0.0,300.0,0.0,300.0,HR,0.0,1.0,0.0,1.0,LS,0.0,0.0,0.0,0.0,This is PCO#087.
Y,IPCRP1-0000-0030-M,IPCRP1,IPCRP1,0000-0030,Montgomery St Permanent DOT Fiber Work (T&M),N,M,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,N,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS,0.0,1.0,0.0,1.0,LS,0.0,0.0,0.0,0.0,
